_id	location_id	num_votes	place_id	study_id	trueskill.score	trueskill.stds.-1

51e0489dfdc9f01d25a59df7	5185d4defdc9f03fd500143b	6	50f38816fdc9f065f0000364	50a68a51fdc9f05596000002	12.5610160985	3.88524794242
51e04894fdc9f01d25a4c77c	513e5cddfdc9f0358700ac29	10	50e6fcabd7c3df413b000aa6	50a68a51fdc9f05596000002	23.7739015646	2.90357037114
51e04897fdc9f01d25a500b8	513e6c47fdc9f0358700c148	3	50e733f0d7c3df413b000e41	50a68a51fdc9f05596000002	23.6632313138	4.29939647344
51e04896fdc9f01d25a4f19a	513d7b41fdc9f03587006ad6	3	50e7316dd7c3df413b000d04	50a68a51fdc9f05596000002	24.2947398584	4.21291561389
51e0489dfdc9f01d25a5a2fe	514218fefdc9f049260081c6	6	50f3895afdc9f065f00003cc	50a68a51fdc9f05596000002	25.4055460277	3.7993994158
51e04892fdc9f01d25a497a2	513d6df0fdc9f03587005228	9	50e5f69ed7c3df413b000377	50a68a51fdc9f05596000002	32.5228044463	2.72502572524
51e0489cfdc9f01d25a582dd	51414bb3fdc9f0492600714c	5	50f38123fdc9f065f0000064	50a68a51fdc9f05596000002	22.4181041554	3.77621239479
51e04897fdc9f01d25a502f3	513e6df2fdc9f0358700c383	8	50e733f0d7c3df413b000e41	50a68a51fdc9f05596000002	20.5923304326	3.05670238557
51e0489cfdc9f01d25a588c0	51415097fdc9f04926007db7	8	50f38123fdc9f065f0000064	50a68a51fdc9f05596000002	24.6146107522	3.09345321942
51e0489bfdc9f01d25a569a7	513d3372fdc9f0358700296c	4	50e755bad7c3df413b0017f3	50a68a51fdc9f05596000002	23.7548758779	3.92481323165
51e04896fdc9f01d25a4e889	513d7ec7fdc9f03587007497	4	50e70a8cd7c3df413b000c72	50a68a51fdc9f05596000002	32.2940515393	4.47026577039
51e04897fdc9f01d25a509f3	513f1323fdc9f0358700ca83	5	50e733f0d7c3df413b000e41	50a68a51fdc9f05596000002	26.5918573512	4.11421390682
51e0489cfdc9f01d25a58342	51414c03fdc9f04926007214	6	50f38123fdc9f065f0000064	50a68a51fdc9f05596000002	17.786601231	3.41072252499
51e04894fdc9f01d25a4bded	513e1c10fdc9f03587009630	2	50e6f9cdd7c3df413b0009cf	50a68a51fdc9f05596000002	30.1408305511	5.25763830574
51e04899fdc9f01d25a545e1	513ce823fdc9f035870022c9	4	50e745a4d7c3df413b00127a	50a68a51fdc9f05596000002	25.3413938748	3.80786616539
51e048a1fdc9f01d25a6063c	50f439f1fdc9f065f0002d82	4	50f39811fdc9f065f0000cff	50a68a51fdc9f05596000002	23.4332317312	3.8930270169
51e04899fdc9f01d25a537a6	5140cc3efdc9f04926002d59	10	50e743a7d7c3df413b001136	50a68a51fdc9f05596000002	28.7074504977	2.88676424915
51e048a1fdc9f01d25a5fe47	50f46485fdc9f065f00046c6	4	50f3961cfdc9f065f0000bc2	50a68a51fdc9f05596000002	22.1895952425	3.95760741569
51e04899fdc9f01d25a532fe	5140c8cefdc9f0492600234d	5	50e73a60d7c3df413b0010cc	50a68a51fdc9f05596000002	26.2016395139	3.81444966397
51e0489ffdc9f01d25a5cbe4	50f5ec0dfdc9f065f0008640	4	50f38e44fdc9f065f0000855	50a68a51fdc9f05596000002	20.298309465	4.89504303208
51e04891fdc9f01d25a4789e	513d5e53fdc9f03587003a51	7	50e5ef31d7c3df413b000178	50a68a51fdc9f05596000002	22.6059182574	3.07204739563
51e0489efdc9f01d25a5b22e	50f60121beb2fed6f80001b8	6	50f38ba1fdc9f065f0000646	50a68a51fdc9f05596000002	18.4827010752	4.15186553853
51e0489ffdc9f01d25a5bc8c	50f5ed6bfdc9f065f0008d66	12	50f38cfbfdc9f065f000075a	50a68a51fdc9f05596000002	24.6760686205	2.71060418824
51e04898fdc9f01d25a52d64	513f2eb3fdc9f0358700dc6e	7	50e73766d7c3df413b00103f	50a68a51fdc9f05596000002	33.6944828857	3.67315620646
51e048d4fdc9f01d25aaaaec	5141462bfdc9f04926006751	2	50f386b1fdc9f065f00002c8	50f62cb7a84ea7c5fdd2e458	21.6394008827	5.91678612848
51e048a9fdc9f01d25a6a90e	513d7f81fdc9f0358700760b	4	50e7316dd7c3df413b000d04	50f62c41a84ea7c5fdd2e454	23.2048890616	4.66976262926
51e048adfdc9f01d25a7163a	513cbf22fdc9f03587001245	2	50e755bad7c3df413b0017f3	50f62c41a84ea7c5fdd2e454	23.5285650126	4.52436998331
51e04899fdc9f01d25a52f7e	513f3014fdc9f0358700de88	6	50e73766d7c3df413b00103f	50a68a51fdc9f05596000002	19.6438344308	3.88514058354
51e048abfdc9f01d25a6e4ec	513f328afdc9f0358700e0a0	6	50e73766d7c3df413b00103f	50f62c41a84ea7c5fdd2e454	15.782162812	3.95087043865
51e048a5fdc9f01d25a64f51	513e5c51fdc9f0358700aab2	2	50e5f937d7c3df413b0005b3	50f62c41a84ea7c5fdd2e454	21.2623458908	5.4595895125
51e04896fdc9f01d25a4f4b9	513d7e7bfdc9f035870073fc	4	50e7316dd7c3df413b000d04	50a68a51fdc9f05596000002	22.7120461651	3.47981814342
5217c354ad93a7d3e7b0b0d4	51408b36fdc9f0358700e8af	2	50e5fc32d7c3df413b000788	5217c351ad93a7d3e7b07a64	18.389404309	6.23862038517
51e048aafdc9f01d25a6c781	513d9aacfdc9f03587007776	4	50e734e9d7c3df413b000ebf	50f62c41a84ea7c5fdd2e454	19.4332084457	4.35653152457
51e048d6fdc9f01d25aadaca	50f5ea61fdc9f065f0007b24	2	50f38e44fdc9f065f0000855	50f62cb7a84ea7c5fdd2e458	22.9176908966	5.89964641778
51e048b7fdc9f01d25a7f012	513cc64efdc9f03587001936	1	50e5f30fd7c3df413b000303	50f62c68a84ea7c5fdd2e456	30.3087618228	6.83314511105
5217c361ad93a7d3e7b1f9c8	50f56267fdc9f065f00059fa	2	50f39436fdc9f065f0000acc	5217c351ad93a7d3e7b07a64	24.9607393894	5.72795137333
51e048befdc9f01d25a896f3	513f3106fdc9f0358700df51	2	50e73766d7c3df413b00103f	50f62c68a84ea7c5fdd2e456	28.8402287958	6.66264935112
51e048e6fdc9f01d25ac6199	5185c369fdc9f03fd5000a85	2	50f38816fdc9f065f0000364	50f62ccfa84ea7c5fdd2e459	33.1637164237	6.32039984141
5217c35dad93a7d3e7b199eb	51414e84fdc9f0492600787e	2	50f38253fdc9f065f000019f	5217c351ad93a7d3e7b07a64	16.5533474565	6.02288455347
51e048bafdc9f01d25a84c7c	513d7c46fdc9f03587006e3e	1	50e70a8cd7c3df413b000c72	50f62c68a84ea7c5fdd2e456	18.5909949226	6.6225569307
5217c35cad93a7d3e7b17b5c	51413ad1fdc9f049260057e0	2	50e756bed7c3df413b001866	5217c351ad93a7d3e7b07a64	25.1648757699	5.94768061027
5217c353ad93a7d3e7b0ae54	513e65cdfdc9f0358700ba00	4	50e5fad8d7c3df413b00063c	5217c351ad93a7d3e7b07a64	14.6534727916	5.37385305514
51e048d2fdc9f01d25aa8112	513d2cbdfdc9f03587002458	2	50e755bad7c3df413b0017f3	50f62cb7a84ea7c5fdd2e458	26.554839492	5.99087499065
51e04898fdc9f01d25a5147a	513d9ae7fdc9f0358700783d	2	50e734e9d7c3df413b000ebf	50a68a51fdc9f05596000002	29.3886390417	5.66926582226
51e048d2fdc9f01d25aa8845	51413aa7fdc9f04926005776	4	50e756bed7c3df413b001866	50f62cb7a84ea7c5fdd2e458	32.8546460921	4.95378144962
51e048e5fdc9f01d25ac4f08	514149d0fdc9f04926006e7e	4	50f37d44fdc9f065f0000000	50f62ccfa84ea7c5fdd2e459	23.0639395545	4.24800037604
51e048a0fdc9f01d25a5dda7	50f5e768fdc9f065f00070f5	2	50f39092fdc9f065f000097d	50a68a51fdc9f05596000002	22.7323142378	4.82847661108
51e0489cfdc9f01d25a58321	51414beafdc9f049260071d7	4	50f38123fdc9f065f0000064	50a68a51fdc9f05596000002	23.7708382738	3.69426705349
51e048a2fdc9f01d25a61072	50f4349bfdc9f065f0002a51	2	50f3996efdc9f065f0000e1b	50a68a51fdc9f05596000002	30.7453555129	4.95813490594
51e048d7fdc9f01d25aafd8b	50f56449fdc9f065f00061dc	2	50f39187fdc9f065f00009f1	50f62cb7a84ea7c5fdd2e458	32.4303595774	5.09194377968
5217c35dad93a7d3e7b1869b	5141422cfdc9f0492600627d	2	50f37d44fdc9f065f0000000	5217c351ad93a7d3e7b07a64	31.3938431557	5.49404920535
51e04891fdc9f01d25a473e5	513d5a7cfdc9f03587003407	5	50e5ec46d7c3df413b000062	50a68a51fdc9f05596000002	24.3419758515	3.80120171692
51e04897fdc9f01d25a5104b	513d7a64fdc9f035870067f8	2	50e734e9d7c3df413b000ebf	50a68a51fdc9f05596000002	23.8204377142	5.34090951597
51e048c0fdc9f01d25a8d3d0	514139b8fdc9f0492600552f	1	50e756bed7c3df413b001866	50f62c68a84ea7c5fdd2e456	25.0	6.06503833201
51e04893fdc9f01d25a4a0c6	513e6554fdc9f0358700b957	4	50e5fad8d7c3df413b00063c	50a68a51fdc9f05596000002	16.8617987934	4.28299688829
51e0489dfdc9f01d25a5a238	5142183ffdc9f04926008100	2	50f3895afdc9f065f00003cc	50a68a51fdc9f05596000002	27.8144284442	5.19756463285
51e0489dfdc9f01d25a5a0d4	51392d7e818ede1296001260	1	50f3895afdc9f065f00003cc	50a68a51fdc9f05596000002	28.0904282495	5.71026709245
51e048aafdc9f01d25a6bd54	513f132afdc9f0358700ca8e	7	50e733f0d7c3df413b000e41	50f62c41a84ea7c5fdd2e454	22.6507104551	3.48265379269
51e048abfdc9f01d25a6e57f	513f3345fdc9f0358700e133	1	50e73766d7c3df413b00103f	50f62c41a84ea7c5fdd2e454	20.3228651076	5.84480643672
51e048affdc9f01d25a735f5	51414b7bfdc9f049260070c2	4	50f38123fdc9f065f0000064	50f62c41a84ea7c5fdd2e454	24.6116735318	4.19864042026
51e048a2fdc9f01d25a60ead	50f4347dfdc9f065f000288c	8	50f3996efdc9f065f0000e1b	50a68a51fdc9f05596000002	26.4458771702	2.93661632298
51e048d1fdc9f01d25aa620b	50e748e9d7c3df413b001449	6	50e748dbd7c3df413b0012f5	50f62cb7a84ea7c5fdd2e458	29.2882151043	4.01450658177
5217c356ad93a7d3e7b0f759	513d9b7cfdc9f03587007a17	3	50e70a8cd7c3df413b000c72	5217c351ad93a7d3e7b07a64	19.6128024245	5.05574974867
51e0489bfdc9f01d25a56354	513cc034fdc9f0358700135b	10	50e755bad7c3df413b0017f3	50a68a51fdc9f05596000002	16.8530418714	3.51995882957
51e04896fdc9f01d25a4f763	513d9b6ffdc9f035870079ec	2	50e7316dd7c3df413b000d04	50a68a51fdc9f05596000002	31.9997866274	5.15857121808
51e04897fdc9f01d25a511f8	513d7babfdc9f03587006c3c	8	50e734e9d7c3df413b000ebf	50a68a51fdc9f05596000002	25.9440539762	3.10197846613
51e048a1fdc9f01d25a5f488	50f447dafdc9f065f0003b47	5	50f3961cfdc9f065f0000bc2	50a68a51fdc9f05596000002	35.8179847089	4.23732271491
51e0489cfdc9f01d25a57cf5	51414542fdc9f049260065bc	3	50f37d44fdc9f065f0000000	50a68a51fdc9f05596000002	27.5043799987	5.03830666109
51e0489dfdc9f01d25a598f6	5185cf82fdc9f03fd5000f3a	11	50f38816fdc9f065f0000364	50a68a51fdc9f05596000002	33.6885899438	3.02710969317
51e04893fdc9f01d25a4a27c	514089e1fdc9f0358700e5ed	8	50e5fc32d7c3df413b000788	50a68a51fdc9f05596000002	28.7463373926	3.27307533784
51e0489bfdc9f01d25a5659d	513cc63cfdc9f03587001925	8	50e755bad7c3df413b0017f3	50a68a51fdc9f05596000002	34.5702653787	3.51685581094
51e048c5fdc9f01d25a94b15	50f56086fdc9f065f0005180	1	50f39436fdc9f065f0000acc	50f62c68a84ea7c5fdd2e456	30.0584636826	6.83421101009
